time,high,low,open,volumefrom,volumeto,close
2018-04-21,11423.87,10723.53,11163.26,324.33,3606080.56,11233.48
2018-04-22,11505.69,10895.37,11233.48,225.28,2507085.52,11204.21
2018-04-23,11668.84,10903.26,11180.41,400.1,4158285.56,11388.11
2018-04-24,12551.04,11263.25,11388.11,682.15,7850007.49,12551.04
2018-04-25,12606.61,11077.43,12551.04,664.87,7585832.58,11252.05
2018-04-26,12187.59,10964.9,11261.89,545.46,6173609.23,12028.06
2018-04-27,12330.67,11689.09,12028.09,349.09,4166610.57,11792.84
2018-04-28,12366.72,11677.51,11792.84,199.85,2411187.92,12076.3
2018-04-29,12588.33,12030.58,12076.3,300.15,3550736.28,12269.48
2018-04-30,12444.07,11920.21,12270.8,198.04,2384711.65,12103.55
2018-05-01,12140.12,11605.15,12103.55,550.24,6473572.34,11935.79
2018-05-02,12247.2,11769.22,11935.79,297.11,3484378.08,12142.08
2018-05-03,12535.84,11797.18,12142.08,616.88,7328669.77,12526.35
2018-05-04,12658.14,12124.95,12526.35,488.72,6062429.68,12568.34
2018-05-05,12855.8,12432.08,12568.34,426.7,4820829.13,12585.67
2018-05-06,12771.03,12156.28,12687.2,477.27,5714288.4,12365.52
2018-05-07,12618.57,11744.04,12365.52,402.87,4648996.64,11908.14
2018-05-08,12694.78,11745.55,11908.14,451.52,5170512.97,12033.23
2018-05-09,12373.75,11504.73,12033.23,261.71,3039085.58,12027.19
2018-05-10,12143.51,11614.55,12027.19,348.68,4001256.07,11614.82
2018-05-11,11679.51,10819.36,11614.82,415.54,4615677.5,10822.71
2018-05-12,11219.99,10677.57,10822.71,371.4,4036990.19,11082.4
2018-05-13,11665.78,10855.22,11082.4,256.94,2774570.73,11319.04
2018-05-14,11334.12,10678.56,11319.04,547.82,5685887.73,11029.7
2018-05-15,11647.94,10812.96,10988.77,423.21,4483881.77,10824.19
2018-05-16,11239.56,10582.83,10837.92,504.91,5279445.67,10784.59
2018-05-17,11282.9,10368.41,10784.59,389.57,4019148.17,10519.85
2018-05-18,10815.5,10260.4,10550.05,424.12,4217560.97,10566.91
2018-05-19,11210.87,10446.37,10593.42,215.63,2273583.11,10503.45
2018-05-20,11333.68,10182.19,10503.45,529.38,5147226.33,10600.78
2018-05-21,11532.77,10582.72,10600.78,270.83,2824621.1,10790.23
2018-05-22,11230.49,10291.38,10790.23,438.97,4351001.16,10399.79
2018-05-23,10419.71,9861.28,10399.79,658.7,6602968.17,9874.4
2018-05-24,10173.89,9699.77,9874.4,389.88,3857251.35,9918.16
2018-05-25,10092.9,9564.79,9918.16,298.42,2929244.79,9797.74
2018-05-26,9998.33,9610.87,9797.74,177.34,1746225.96,9693.04
2018-05-27,9774.36,9363.19,9642.28,130.78,1256626.3,9774.36
2018-05-28,9799.65,9253.05,9774.36,466.98,4467219.41,9269.37
2018-05-29,9826.42,9198.12,9269.39,350.25,3367719.56,9721.84
2018-05-30,9958.22,9370.46,9666.72,209.8,2039840.27,9587.87
2018-05-31,10366.99,9492.84,9587.87,313.56,3065142.36,9831.13
2018-06-01,10470.37,9577.24,9831.13,206.23,2006597.9,9789.8
2018-06-02,10503.32,9682.25,9789.8,238.11,2345667.98,9928.55
2018-06-03,10091.32,9788.1,9933.17,169.38,1681373.57,9950.38
2018-06-04,10504.21,9710.41,9950.38,254.37,2507062.1,9809.61
2018-06-05,10289.26,9634.85,9814.04,243.06,2387628.07,9900.02
2018-06-06,10498.91,9738.26,9900.02,248.14,2451373.6,9888.85
2018-06-07,10208.92,9864.34,9888.85,184.23,1838540.96,10087.4
2018-06-08,10564.78,9856.09,10087.4,126.35,1259919.78,9957.26
2018-06-09,10565.7,9821.99,9957.26,128.67,1276644.21,9879.04
2018-06-10,10063.76,8788.13,9879.04,232.45,2124519.16,8867.39
2018-06-11,9186.49,8867.39,8867.39,344.9,3111115.58,9082.42
2018-06-12,9592.34,8577.68,9081.17,485.06,4313088.58,8739.28
2018-06-13,8949.51,8334.75,8739.28,472.17,4026779.79,8377.8
2018-06-14,9158.8,8325.36,8374.36,380.91,3296844.1,8788.89
2018-06-15,9401.92,8408.57,8788.89,310.38,2681419.29,8553.92
2018-06-16,9214.29,8368.5,8553.92,331.24,2854798.88,8766.34
2018-06-17,9366.68,8607.4,8765.6,117.58,1029744.1,8739.42
2018-06-18,9303.49,8661.98,8738.58,406.46,3613285.38,9084.37
2018-06-19,9613.46,8820.05,9084.37,173.53,1564188.24,9143.43
2018-06-20,9247.53,8702.49,9143.43,192.14,1730411.98,9117.28
2018-06-21,9273.9,8989.87,9117.28,186.86,1702005.53,9177.17
2018-06-22,9249.0,8035.81,9177.17,378.6,3225993.2,8210.46
2018-06-23,8689.59,7856.28,8210.46,156.99,1328323.01,8626.76
2018-06-24,8675.37,7892.18,8626.76,301.82,2492711.76,8628.14
2018-06-25,9082.34,8347.14,8628.14,230.81,1968693.86,8677.22
2018-06-26,9134.04,8297.76,8677.22,214.11,1808917.49,8364.32
2018-06-27,8958.52,8205.96,8364.32,266.16,2210450.82,8357.82
2018-06-28,9002.62,7928.94,8353.37,202.35,1656899.66,7942.34
2018-06-29,8562.65,7664.73,7942.34,418.73,3316783.81,8189.59
2018-06-30,8558.62,8036.42,8189.59,362.85,3053417.69,8461.83
2018-07-01,8524.35,8071.62,8461.83,121.47,1016006.27,8403.32
2018-07-02,8898.47,8061.41,8403.32,453.95,3917316.12,8879.65
2018-07-03,8899.32,8545.82,8879.65,361.4,3162699.38,8691.83
2018-07-04,8962.89,8290.02,8691.4,258.32,2228844.8,8679.86
2018-07-05,8939.08,8394.09,8679.86,204.56,1792162.83,8712.91
2018-07-06,8847.32,7936.91,8712.91,170.6,1441472.8,8656.18
2018-07-07,8979.44,8160.04,8656.18,470.56,4165390.81,8979.44
2018-07-08,9097.18,8838.32,8979.44,154.19,1377427.75,8947.55
2018-07-09,9049.01,8815.7,8947.55,121.02,1072594.75,8870.58
2018-07-10,8997.64,8386.81,8870.58,280.37,2441856.82,8571.13
2018-07-11,9003.47,8289.45,8571.13,370.74,3181352.86,8633.1
2018-07-12,8829.74,8224.86,8633.1,309.06,2598313.1,8350.1
2018-07-13,8950.56,8350.1,8350.1,222.96,1884174.66,8534.43
2018-07-14,8986.65,8269.33,8534.43,111.13,947802.23,8512.56
2018-07-15,9173.69,8463.28,8512.56,111.36,955833.46,8604.08
2018-07-16,9243.28,8397.98,8604.08,309.51,2709286.3,8897.65
2018-07-17,9976.57,8805.51,8896.88,870.02,8314476.89,9857.75
2018-07-18,10136.85,9818.92,9857.75,768.05,7656033.68,9907.17
2018-07-19,10438.45,9638.56,9907.17,371.5,3703845.37,10019.36
2018-07-20,10543.04,9838.31,10019.36,688.42,6892089.32,9983.5
2018-07-21,10217.67,9817.27,9983.5,252.0,2493980.46,10016.82
2018-07-22,10148.85,9874.09,10016.82,275.64,2746431.43,9924.13
2018-07-23,10399.45,9698.87,9924.13,400.5,4110419.96,10353.83
2018-07-24,11296.86,10249.89,10353.83,609.53,6582524.03,11292.99
2018-07-25,11434.84,10752.93,11292.99,544.89,5984852.72,10915.85
2018-07-26,11080.24,10348.44,10915.85,301.98,3232064.94,10524.14
2018-07-27,11136.01,10371.91,10526.64,179.49,1921405.15,10882.82
2018-07-28,11393.33,10495.27,10882.82,137.76,1498817.39,10860.99
2018-07-29,11441.52,10821.04,10860.99,212.33,2319639.87,10965.56
2018-07-30,11149.51,10557.9,10965.56,334.24,3628829.1,10967.24
2018-07-31,11140.76,10315.39,10968.01,363.42,3844344.2,10416.56
2018-08-01,10447.55,9963.28,10416.56,482.13,4898611.06,10159.77
2018-08-02,10809.59,9977.79,10159.77,200.37,2027671.44,10180.13
2018-08-03,10407.22,9781.13,10187.09,251.83,2501389.84,9963.61
2018-08-04,10465.77,9260.63,9963.61,206.15,1969355.34,9439.15
2018-08-05,9963.52,9226.74,9439.15,186.18,1749143.1,9547.61
2018-08-06,9889.82,9210.87,9564.13,251.55,2358841.14,9448.12
2018-08-07,9811.15,9172.72,9448.12,553.22,5174780.72,9303.22
2018-08-08,9743.85,8513.66,9303.22,392.56,3481705.86,8813.17
2018-08-09,9192.87,8653.75,8810.62,327.34,2887157.59,9058.4
2018-08-10,9189.36,8596.25,9058.4,396.28,3470876.45,8647.55
2018-08-11,8953.34,8358.57,8647.55,629.67,5405155.93,8511.52
2018-08-12,9028.61,8452.34,8511.52,226.45,1958849.71,8737.58
2018-08-13,9264.96,8560.47,8737.58,280.11,2448405.12,8682.74
2018-08-14,8777.9,8174.02,8682.74,398.17,3338116.31,8523.61
2018-08-15,9016.87,8425.35,8523.61,308.6,2699522.3,8590.03
2018-08-16,9198.54,8504.74,8590.03,344.31,2989936.09,8773.13
2018-08-17,9007.94,8652.54,8773.13,329.95,2898694.66,8851.75
2018-08-18,9264.44,8417.02,8845.11,241.37,2120736.89,8771.9
2018-08-19,9194.89,8530.18,8771.9,143.27,1251591.8,8886.97
2018-08-20,9265.9,8616.84,8886.97,338.5,2974402.55,8685.59
2018-08-21,9165.14,8495.67,8685.69,214.96,1856678.41,8799.26
2018-08-22,9520.1,8634.31,8799.26,729.42,6486165.42,8782.87
2018-08-23,9136.3,8638.88,8782.87,219.5,1930224.82,8975.58
2018-08-24,9356.04,8598.39,8975.58,333.54,2988754.98,9100.33
2018-08-25,9546.28,8959.76,9191.82,172.13,1577879.17,9170.78
2018-08-26,9497.11,8776.08,9170.78,197.97,1801569.81,9075.46
2018-08-27,9572.1,9052.53,9075.46,358.99,3295254.85,9428.19
2018-08-28,9734.72,9295.35,9427.67,217.96,2062358.27,9587.18
2018-08-29,9982.15,9390.04,9587.18,315.36,3000743.76,9473.43
2018-08-30,9838.97,9226.72,9473.43,287.11,2682697.8,9421.07
2018-08-31,9871.08,9355.69,9421.07,224.36,2123919.83,9554.65
2018-09-01,10010.71,9349.32,9542.18,148.12,1421194.86,9722.91
2018-09-02,9982.58,9566.19,9738.44,213.59,2085236.01,9929.94
2018-09-03,10284.74,9700.44,9929.94,215.46,2102455.7,9841.32
2018-09-04,10386.01,9742.31,9841.32,305.85,3039771.78,10045.95
2018-09-05,10481.43,9239.64,10045.95,582.81,5678563.56,9306.73
2018-09-06,9319.34,8613.91,9319.34,447.24,4005472.69,9109.38
2018-09-07,9550.88,8649.27,9109.38,446.49,4012874.01,8952.02
2018-09-08,9280.89,8606.64,8952.02,272.43,2404314.93,8754.54
2018-09-09,9199.0,8321.58,8754.34,186.05,1647877.11,9002.43
2018-09-10,9125.13,8541.49,9002.43,290.09,2558295.1,8880.38
2018-09-11,9109.11,8695.63,8880.38,251.73,2211131.42,8769.97
2018-09-12,8903.88,8466.14,8769.97,257.69,2218553.59,8903.88
2018-09-13,9148.34,8404.92,8903.88,322.04,2839351.44,8877.61
2018-09-14,9214.52,8736.89,8876.3,377.84,3380626.79,8938.47
2018-09-15,9234.01,8804.22,8938.47,194.16,1730012.68,9033.36
2018-09-16,9222.6,8476.06,9033.36,145.15,1292974.84,8990.43
2018-09-17,9207.05,8588.5,8990.43,366.13,3179490.11,8654.76
2018-09-18,8937.63,8260.99,8654.25,278.48,2381497.17,8567.79
2018-09-19,8978.58,8211.33,8573.37,332.41,2868644.05,8809.6
2018-09-20,9035.97,8380.39,8809.6,232.41,2027262.95,8790.84
2018-09-21,9435.33,8643.73,8790.84,338.91,3046917.67,9259.91
2018-09-22,9403.78,8609.02,9259.91,136.77,1254577.8,9199.68
2018-09-23,9343.37,8667.53,9199.68,297.88,2741214.44,9256.23
2018-09-24,9288.41,8939.34,9256.23,200.41,1816880.38,8975.01
2018-09-25,9067.57,8318.27,8975.01,256.08,2256524.25,8828.58
2018-09-26,9087.69,8391.32,8828.58,348.16,3090795.48,8930.15
2018-09-27,9268.63,8421.32,8930.15,302.05,2711654.1,9119.43
2018-09-28,9301.19,8750.76,9119.43,431.09,3931080.24,8982.4
2018-09-29,9172.4,8513.99,8982.4,118.29,1047287.64,8939.02
2018-09-30,9251.39,8560.84,8939.02,278.44,2490233.24,8937.26
2018-10-01,9202.23,8494.05,8937.26,280.78,2520437.64,9006.18
2018-10-02,9165.04,8488.6,9006.18,183.92,1613164.24,8846.76
2018-10-03,9064.93,8625.8,8846.76,185.41,1627588.95,8790.13
2018-10-04,9235.04,8006.43,8788.45,494.33,4277482.69,8729.64
2018-10-05,9172.75,8068.55,8729.64,281.05,2488141.19,8937.02
2018-10-06,9257.97,8277.1,8937.02,189.78,1705257.54,9103.58
2018-10-07,9216.97,8143.76,9104.23,76.05,687365.27,9185.24
2018-10-08,9385.62,8561.13,9185.24,182.03,1663270.4,9204.39
2018-10-09,9397.63,8497.78,9204.39,151.09,1321782.33,9027.7
2018-10-10,9224.9,8329.95,9027.7,206.38,1787404.35,8872.94
2018-10-11,9010.56,8171.12,8872.94,388.01,3376826.57,8623.57
2018-10-12,8866.38,8175.61,8623.57,311.03,2686580.9,8616.82
2018-10-13,8840.48,8086.78,8616.82,138.44,1185990.8,8565.34
2018-10-14,8890.26,8164.92,8565.34,144.06,1252694.61,8684.74
2018-10-15,9396.96,8463.9,8684.74,686.57,6186722.06,8950.3
2018-10-16,9119.45,8533.33,8950.3,179.7,1570618.52,8720.7
2018-10-17,9052.51,8494.03,8720.7,201.92,1769444.62,8856.74
2018-10-18,9128.93,8430.2,8856.74,169.31,1485250.08,8719.77
2018-10-19,9096.99,8410.98,8719.77,141.91,1246612.95,8777.21
2018-10-20,9140.18,8414.33,8777.21,90.27,791245.88,8774.52
2018-10-21,9223.25,8486.64,8774.52,114.84,1005438.73,8799.92
2018-10-22,9104.51,8383.23,8799.92,200.01,1736862.18,8688.1
2018-10-23,9121.06,8386.21,8688.1,241.82,2109187.45,8811.04
2018-10-24,9018.77,8336.66,8811.04,176.54,1530294.49,8754.5
2018-10-25,9008.33,8296.19,8769.84,235.2,2059387.81,8766.15
2018-10-26,9173.3,8180.56,8766.15,197.58,1679338.87,8562.85
2018-10-27,9071.45,8315.07,8562.85,94.74,832950.98,8883.29
2018-10-28,9250.45,8437.4,8883.29,58.17,513088.52,8780.18
2018-10-29,9161.29,8454.99,8780.18,253.9,2191648.85,8541.82
2018-10-30,8830.06,8316.59,8541.82,156.69,1342465.82,8493.96
2018-10-31,8889.35,8272.85,8493.96,173.17,1487197.37,8621.71
2018-11-01,8925.02,8317.39,8621.71,183.35,1568659.96,8509.65
2018-11-02,9030.47,8359.73,8509.65,166.89,1445324.05,8744.29
2018-11-03,8979.46,8311.68,8744.29,99.61,856236.52,8612.14
2018-11-04,9053.94,8327.47,8631.58,135.58,1184338.74,8520.42
2018-11-05,9151.41,8458.36,8520.42,142.64,1241010.32,8721.97
2018-11-06,9170.52,8417.61,8721.97,200.37,1749204.77,8794.12
2018-11-07,9339.46,8668.35,8794.12,179.97,1580736.61,8793.73
2018-11-08,9224.41,8503.66,8793.73,172.81,1527073.98,8789.93
2018-11-09,9182.69,8383.96,8789.93,150.95,1310369.93,8664.11
2018-11-10,9163.16,8378.57,8664.11,91.39,792977.48,8676.67
2018-11-11,9165.18,8415.86,8676.67,96.23,845104.7,8683.95
2018-11-12,9166.19,8393.2,8683.95,116.71,1011972.79,8632.82
2018-11-13,9016.03,8261.46,8629.45,170.98,1458419.78,8480.78
2018-11-14,8880.06,7819.12,8480.78,491.06,4071478.7,8094.96
2018-11-15,8197.46,7643.05,8094.96,403.18,3183197.13,7852.77
2018-11-16,8025.87,7344.91,7852.77,305.23,2370869.99,7704.25
2018-11-17,7873.26,7302.92,7691.05,123.75,948576.2,7679.88
2018-11-18,7954.09,7419.06,7679.88,151.63,1171721.18,7685.55
2018-11-19,7886.96,6564.48,7685.55,705.35,4982536.19,6666.48
2018-11-20,6897.75,5907.14,6666.48,1162.83,7408808.98,6290.2
2018-11-21,6547.83,5970.3,6292.63,569.23,3507129.93,6294.38
2018-11-22,6814.98,6012.65,6294.38,376.63,2367138.34,6013.72
2018-11-23,6294.98,5574.82,6013.72,731.18,4380679.33,6032.4
2018-11-24,6447.71,5226.85,6032.4,617.71,3559164.38,5331.37
2018-11-25,5721.57,4926.21,5331.37,849.74,4476473.46,5559.82
2018-11-26,5820.6,5060.43,5557.12,627.96,3327121.99,5295.95
2018-11-27,5692.63,4975.82,5295.95,559.28,2839461.65,5278.51
2018-11-28,6203.3,5145.34,5278.51,606.62,3501093.4,5903.03
2018-11-29,6321.4,5682.23,5903.03,425.4,2553456.99,6046.04
2018-11-30,6418.8,5457.88,6046.04,387.63,2199502.15,5547.58
2018-12-01,6050.98,5410.68,5581.26,199.77,1153092.85,5858.84
2018-12-02,6261.18,5556.14,5858.84,342.41,2041760.49,6020.1
2018-12-03,6079.67,5306.22,6020.1,517.34,2843538.71,5426.16
2018-12-04,5762.76,5224.1,5426.16,384.74,2095460.97,5434.96
2018-12-05,5904.02,5253.01,5434.96,291.94,1581502.1,5328.52
2018-12-06,5666.81,4969.94,5328.52,503.26,2647806.79,5051.15
2018-12-07,5051.96,4659.64,5051.15,1214.46,5898803.89,4841.61
2018-12-08,5302.64,4701.23,4841.61,696.85,3413235.06,4829.7
2018-12-09,5229.19,4636.65,4829.7,280.94,1409172.6,5113.7
2018-12-10,5131.15,4694.19,5113.7,276.33,1357664.84,4893.3
2018-12-11,5116.89,4592.99,4893.3,446.89,2161912.2,4826.26
2018-12-12,4957.67,4588.02,4826.26,231.71,1110408.18,4771.19
2018-12-13,4913.65,4534.26,4771.19,472.64,2234245.38,4655.01
2018-12-14,5171.98,4223.04,4655.01,590.74,2672904.28,4519.36
2018-12-15,5064.64,4319.49,4519.36,207.45,935205.72,4498.38
2018-12-16,5122.34,4369.06,4498.38,228.0,1062400.03,4640.47
2018-12-17,5161.59,4461.75,4640.47,447.47,2187344.78,4986.45
2018-12-18,5513.46,4678.34,4986.45,357.74,1815311.54,5255.43
2018-12-19,6154.72,5217.3,5255.43,1151.33,6688531.45,5637.27
2018-12-20,6164.41,5285.86,5637.27,471.22,2727736.56,6005.81
2018-12-21,6289.93,5605.82,6005.81,365.59,2151506.04,5848.02
2018-12-22,6186.63,5392.47,5848.02,201.52,1159995.89,5908.6
2018-12-23,6291.56,5607.97,5908.6,136.19,799806.83,5832.74
2018-12-24,6569.12,5817.48,5832.74,297.86,1796835.85,5957.6
2018-12-25,6073.47,5256.17,5957.6,286.38,1608703.71,5732.53
2018-12-26,6101.72,5309.06,5732.53,102.65,573109.41,5715.04
2018-12-27,6013.42,5221.07,5715.04,202.54,1097863.46,5312.92
2018-12-28,5822.92,5142.11,5312.92,278.53,1567852.73,5737.87
2018-12-29,5921.35,5457.3,5737.87,871.27,4911030.29,5466.39
2018-12-30,5646.59,5289.72,5466.39,242.36,1335800.66,5506.63
2018-12-31,5984.13,5190.0,5506.63,281.24,1522294.29,5335.18
2019-01-01,5895.08,5081.02,5335.18,160.15,848170.01,5440.99
2019-01-02,5709.04,5256.74,5440.99,247.24,1346751.77,5501.02
2019-01-03,6045.24,5189.99,5501.02,169.83,917776.89,5307.53
2019-01-04,5949.23,5205.29,5307.53,210.03,1120137.84,5342.28
2019-01-05,5934.56,5129.92,5342.28,105.99,572959.64,5344.25
2019-01-06,5918.62,5096.91,5344.25,125.9,706591.52,5747.49
2019-01-07,5983.28,5484.35,5747.49,203.51,1142199.11,5600.92
2019-01-08,6230.13,5319.55,5600.92,289.46,1611013.58,5554.96
2019-01-09,6171.95,5299.38,5554.96,194.91,1088398.69,5564.18
2019-01-10,5833.05,4932.65,5564.18,468.46,2450484.42,5006.12
2019-01-11,5473.34,4853.26,5006.12,299.91,1526953.32,5056.28
2019-01-12,5611.76,4916.66,5056.28,131.29,664397.2,5065.18
2019-01-13,5610.48,4652.59,5065.18,225.23,1093219.77,4776.79
2019-01-14,5512.34,4563.19,4776.79,295.81,1505876.88,5152.75
2019-01-15,5670.18,5037.76,5152.75,367.2,1914160.32,5209.37
2019-01-16,5673.87,4895.73,5209.37,267.75,1414879.94,5223.12
2019-01-17,5620.07,4719.54,5223.12,216.06,1090430.25,5034.56
2019-01-18,5618.54,4692.93,5034.56,216.33,1094130.48,5048.45
2019-01-19,5763.1,4800.99,5048.45,141.58,743532.63,4998.97
2019-01-20,5737.22,4674.26,4998.97,98.08,504476.73,4917.53
2019-01-21,5570.92,4665.89,4917.53,109.85,559250.36,5112.79
2019-01-22,5565.29,4874.1,5112.79,115.97,586387.37,5016.22
2019-01-23,5474.57,4762.36,5016.22,121.24,624607.57,5146.04
2019-01-24,5439.64,4747.16,5146.04,103.55,516170.38,4986.04
2019-01-25,5441.37,4723.99,4986.04,121.35,606505.58,5039.84
2019-01-26,5406.32,4731.49,5039.84,76.32,378910.88,4906.63
2019-01-27,5371.18,4662.1,4906.63,78.65,393758.79,4959.93
2019-01-28,5385.75,4477.79,4959.93,228.21,1093792.3,4535.14
2019-01-29,4554.11,4426.84,4535.14,86.85,389174.81,4483.0
2019-01-30,4590.1,4416.2,4483.0,212.03,956982.86,4521.1
2019-01-31,4541.9,4405.9,4521.1,104.15,465642.82,4446.6
2019-02-01,4480.8,4349.8,4446.6,181.57,799256.44,4464.8
2019-02-02,4465.4,4353.0,4464.8,54.24,238522.99,4410.0
2019-02-03,4443.9,4201.1,4410.0,63.46,275541.1,4278.2
2019-02-04,4429.0,4200.1,4278.2,143.05,623579.66,4398.3
2019-02-05,4487.4,4260.3,4398.3,166.47,733667.44,4458.5
2019-02-06,4483.3,4319.2,4458.5,210.44,920735.21,4338.8
2019-02-07,4424.0,4285.6,4338.8,163.97,718889.09,4388.6
2019-02-08,4760.0,4351.6,4388.6,290.13,1319823.21,4694.0
2019-02-09,4738.2,4660.7,4694.0,44.33,208479.27,4734.9
2019-02-10,4735.0,4355.0,4734.9,100.59,463979.9,4629.9
2019-02-11,4733.7,4600.6,4629.9,68.05,318770.96,4691.8
2019-02-12,4772.5,4640.1,4691.8,124.93,589932.69,4741.1
2019-02-13,4758.4,4667.7,4741.1,72.31,341420.45,4742.3
2019-02-14,4770.9,4691.2,4742.3,69.47,329369.89,4749.9
2019-02-15,4757.9,4712.0,4749.9,70.35,333401.37,4730.1
2019-02-16,4760.0,4716.4,4730.1,87.09,413160.83,4734.6
2019-02-17,4790.0,4688.0,4734.6,86.68,411194.37,4790.0
2019-02-18,5189.9,4756.5,4790.0,181.57,905324.17,5068.9
2019-02-19,5273.7,5049.7,5068.9,167.23,864462.16,5155.9
2019-02-20,5215.0,5102.0,5155.9,84.96,438814.57,5210.9
2019-02-21,5248.9,5094.6,5210.9,113.84,586850.09,5164.3
2019-02-22,5259.6,5139.9,5164.3,107.73,561467.68,5239.6
2019-02-23,5430.2,5150.0,5239.6,124.55,654314.61,5394.0
2019-02-24,5493.3,4861.8,5394.0,151.14,770965.96,4957.6
2019-02-25,5100.0,4924.9,4957.6,104.41,526298.84,5055.3
2019-02-26,5099.9,5012.8,5055.3,78.94,398566.18,5049.5
2019-02-27,5050.0,4889.8,5049.5,107.78,537403.82,5029.3
2019-02-28,5135.7,4986.9,5029.3,111.49,561614.46,5019.7
2019-03-01,5159.7,4988.6,5019.7,120.98,613941.78,5113.8
2019-03-02,5122.0,5061.9,5113.8,41.71,212762.17,5104.0
2019-03-03,5104.0,5052.0,5104.0,41.33,210178.28,5075.2
2019-03-04,5100.0,4925.6,5075.2,109.39,547156.3,4988.0
2019-03-05,5153.0,4917.1,4988.0,146.65,741987.55,5121.0
2019-03-06,5188.0,5079.3,5121.0,97.34,501283.72,5182.9
2019-03-07,5229.9,5148.0,5182.9,121.79,632683.31,5204.1
2019-03-08,5244.7,5100.0,5204.1,104.89,545665.82,5158.6
2019-03-09,5268.0,5158.6,5158.6,52.18,272217.87,5217.2
2019-03-10,5257.1,5190.0,5217.2,32.69,170669.7,5211.5
2019-03-11,5228.5,5103.1,5211.5,73.94,381315.65,5176.5
2019-03-12,5218.6,5093.3,5176.5,84.95,439163.61,5191.8
2019-03-13,5202.6,5090.0,5191.8,280.52,1449880.35,5170.2
2019-03-14,5201.0,5105.1,5170.2,63.24,326943.87,5170.0
2019-03-15,5235.0,5143.5,5170.0,125.29,651226.15,5210.6
2019-03-16,5359.0,5210.6,5210.6,66.87,354381.84,5339.8
2019-03-17,5339.9,5175.8,5339.8,73.86,389617.04,5303.8
2019-03-18,5377.0,5262.0,5303.8,77.07,408824.88,5314.1
2019-03-19,5349.9,5243.9,5314.1,107.8,572035.46,5336.5
2019-03-20,5350.0,5266.1,5336.5,101.26,538193.37,5350.0
2019-03-21,5379.7,5242.2,5350.0,126.74,673926.43,5303.0
2019-03-22,5350.0,5284.5,5303.0,77.89,414332.28,5331.6
2019-03-23,5358.8,5302.1,5331.6,45.99,245386.05,5355.0
2019-03-24,5355.0,5303.6,5355.0,44.16,235441.85,5330.0
2019-03-25,5347.1,5184.4,5330.0,91.56,483227.85,5236.6
2019-03-26,5284.0,5210.9,5236.6,73.67,387262.95,5269.9
2019-03-27,5397.0,5253.0,5269.9,78.79,422629.51,5394.8
2019-03-28,5399.0,5347.4,5394.8,89.42,480652.21,5396.7
2019-03-29,5480.0,5367.6,5396.7,149.01,808868.1,5454.9
2019-03-30,5490.0,5410.7,5454.9,77.27,420892.98,5467.9
2019-03-31,5500.0,5428.6,5467.9,66.72,364518.51,5459.9
2019-04-01,5500.0,5220.0,5459.9,157.49,858853.2,5445.1
2019-04-02,6450.0,5434.6,5445.1,282.27,1715271.71,6405.2
2019-04-03,6900.0,6310.3,6405.2,300.94,1986514.63,6415.0
2019-04-04,6500.0,5400.0,6415.0,144.88,917629.67,6381.0
2019-04-05,6738.6,6325.0,6381.0,162.24,1069091.86,6679.0
2019-04-06,6899.9,6544.9,6679.0,111.89,749716.56,6670.8
2019-04-07,6848.1,6663.6,6670.8,69.84,475435.28,6808.4
2019-04-08,7000.0,6721.9,6808.4,102.52,706805.88,6999.9
2019-04-09,6999.9,6800.0,6999.9,77.94,539599.57,6932.6
2019-04-10,7254.9,6905.8,6932.6,67.83,479976.78,7086.0
2019-04-11,7086.0,6700.0,7086.0,139.36,956144.78,6811.6
2019-04-12,6820.0,6628.1,6811.6,76.66,516925.74,6810.9
2019-04-13,6870.7,6736.0,6810.9,24.75,168709.87,6828.3
2019-04-14,6945.3,6748.0,6828.3,44.27,301734.42,6904.9
2019-04-15,6939.8,6700.0,6904.9,81.17,553906.39,6820.2
2019-04-16,7001.6,6775.5,6820.2,78.61,543248.29,6999.8
2019-04-17,7082.6,6945.0,6999.8,119.56,839285.85,7012.5
2019-04-18,7185.8,7012.5,7012.5,74.95,534798.3,7151.8
2019-04-19,7224.9,7082.3,7151.8,59.45,423997.79,7199.9
2019-04-20,7230.0,7130.0,7199.9,58.35,419607.27,7167.4
2019-04-21,7228.8,7050.2,7167.4,21.68,154775.85,7177.1
2019-04-22,7284.8,7075.2,7177.1,59.19,425183.9,7206.7
2019-04-23,7633.1,7198.0,7206.7,111.53,832546.52,7504.7
2019-04-24,7649.5,7310.0,7504.7,129.2,960591.83,7414.6
2019-04-25,7500.0,6829.0,7414.6,146.87,1063596.17,7035.0
2019-04-26,7227.8,6801.0,7035.0,170.61,1189461.33,6964.8
2019-04-27,7093.1,6938.8,6964.8,40.91,286688.45,7058.3
2019-04-28,7052.0,6906.4,7027.1,85.94,600380.62,6987.6
2019-04-29,7000.0,6798.8,6987.6,75.7,524182.05,6919.9
2019-04-30,7091.9,6902.8,6919.9,84.59,592633.42,7028.8
2019-05-01,7146.5,6779.1,7028.8,111.57,783436.71,7136.6
2019-05-02,7356.3,7084.5,7136.6,85.36,618443.76,7293.1
2019-05-03,7750.0,7253.8,7293.1,153.65,1162658.73,7585.9
2019-05-04,7745.0,7431.4,7585.9,76.44,580718.35,7731.1
2019-05-05,7735.0,7559.5,7731.1,39.54,302639.68,7713.1
